benchmark_id,target,scale_group,condition,image_name,item_id,category_name,visibility,prompt,threshold,roi_margin_ratio,roi_bbox,local_windows,local_enlarge_factor,detected,num_detections,top_score,mean_score,top_box_area_ratio,inference_seconds,detections_json
sleeve_011,sleeve,larger_part,roi_conditioned,119516.jpg,item1,short sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,yes,1,0.31780725717544556,0.31780725717544556,0.99459232339495,0.12017444102093577,"[{""label"": ""sleeve"", ""score"": 0.31780725717544556, ""box"": [0.799456000328064, 0.17731904983520508, 467.0047607421875, 623.1920776367188]}]"
sleeve_011,sleeve,larger_part,local_enlarged,119516.jpg,item1,short sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]","[[0, 12, 167, 467], [300, 12, 467, 467]]",1.0,no,0,,,,0.20138994499575347,[]
sleeve_012,sleeve,larger_part,full_image,177713.jpg,item1,short sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 639, 639]",[],1.0,yes,1,0.38636380434036255,0.38636380434036255,0.9895642387482004,0.11137232300825417,"[{""label"": ""sleeve"", ""score"": 0.38636380434036255, ""box"": [1.3677787780761719, 1.6051101684570312, 639.0267333984375, 637.2513427734375]}]"
sleeve_012,sleeve,larger_part,roi_conditioned,177713.jpg,item1,short sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 639, 639]",[],1.0,yes,1,0.38636380434036255,0.38636380434036255,0.9895642387482004,0.1004283360671252,"[{""label"": ""sleeve"", ""score"": 0.38636380434036255, ""box"": [1.3677787780761719, 1.6051101684570312, 639.0267333984375, 637.2513427734375]}]"
sleeve_012,sleeve,larger_part,local_enlarged,177713.jpg,item1,short sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 639, 639]","[[0, 13, 229, 479], [410, 13, 639, 479]]",1.0,yes,2,0.33093470335006714,0.323947474360466,0.24348242621260513,0.2511125400196761,"[{""label"": ""sleeve"", ""score"": 0.33093470335006714, ""box"": [410.1467967033386, 44.62700653076172, 639.9871978759766, 478.5385437011719]}, {""label"": ""sleeve"", ""score"": 0.31696024537086487, ""box"": [0.04832446575164795, 13.111118793487549, 157.97573852539062, 337.9027099609375]}]"
sleeve_013,sleeve,larger_part,full_image,102651.jpg,item1,long sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.11943499092012644,[]
sleeve_013,sleeve,larger_part,roi_conditioned,102651.jpg,item1,long sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.13217527593951672,[]
sleeve_013,sleeve,larger_part,local_enlarged,102651.jpg,item1,long sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]","[[0, 12, 167, 467], [300, 12, 467, 467]]",1.0,no,0,,,,0.2140125019941479,[]
sleeve_014,sleeve,larger_part,full_image,027786.jpg,item1,long sleeve outwear,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.12188740400597453,[]
sleeve_014,sleeve,larger_part,roi_conditioned,027786.jpg,item1,long sleeve outwear,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.12045689299702644,[]
sleeve_014,sleeve,larger_part,local_enlarged,027786.jpg,item1,long sleeve outwear,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]","[[0, 12, 167, 467], [300, 12, 467, 467]]",1.0,no,0,,,,0.19908181601203978,[]
sleeve_015,sleeve,larger_part,full_image,027831.jpg,item1,short sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.12702523008920252,[]
sleeve_015,sleeve,larger_part,roi_conditioned,027831.jpg,item1,short sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.13188677502330393,[]
sleeve_015,sleeve,larger_part,local_enlarged,027831.jpg,item1,short sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]","[[0, 12, 167, 467], [300, 12, 467, 467]]",1.0,yes,1,0.33085140585899353,0.33085140585899353,0.26158160896759475,0.2016942900372669,"[{""label"": ""sleeve"", ""score"": 0.33085140585899353, ""box"": [300.0756576061249, 12.521211862564087, 468.0453186035156, 467.3069152832031]}]"
sleeve_016,sleeve,larger_part,full_image,129567.jpg,item1,long sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 379]",[],1.0,yes,1,0.37986329197883606,0.37986329197883606,0.9999982355395065,0.12191874289419502,"[{""label"": ""sleeve"", ""score"": 0.37986329197883606, ""box"": [0.04159140586853027, -0.045378804206848145, 468.04095458984375, 379.9544677734375]}]"
sleeve_016,sleeve,larger_part,roi_conditioned,129567.jpg,item1,long sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 379]",[],1.0,yes,1,0.37986329197883606,0.37986329197883606,0.9999982355395065,0.116149119916372,"[{""label"": ""sleeve"", ""score"": 0.37986329197883606, ""box"": [0.04159140586853027, -0.045378804206848145, 468.04095458984375, 379.9544677734375]}]"
sleeve_016,sleeve,larger_part,local_enlarged,129567.jpg,item1,long sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 467, 379]","[[0, 8, 167, 284], [300, 8, 467, 284]]",1.0,no,0,,,,0.298358669038862,[]
sleeve_017,sleeve,larger_part,full_image,153420.jpg,item1,long sleeve dress,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.129669375019148,[]
sleeve_017,sleeve,larger_part,roi_conditioned,153420.jpg,item1,long sleeve dress,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.12021817592903972,[]
sleeve_017,sleeve,larger_part,local_enlarged,153420.jpg,item1,long sleeve dress,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]","[[0, 12, 167, 467], [300, 12, 467, 467]]",1.0,no,0,,,,0.20129134389571846,[]
sleeve_018,sleeve,larger_part,full_image,017518.jpg,item1,long sleeve outwear,clear,sleeve,0.3,0.05,"[0, 0, 294, 396]",[],1.0,yes,1,0.39473864436149597,0.39473864436149597,0.9983547798126806,0.12394053698517382,"[{""label"": ""sleeve"", ""score"": 0.39473864436149597, ""box"": [0.27842387557029724, 0.02676290273666382, 294.795166015625, 397.0239562988281]}]"
sleeve_018,sleeve,larger_part,roi_conditioned,017518.jpg,item1,long sleeve outwear,clear,sleeve,0.3,0.05,"[0, 0, 294, 396]",[],1.0,yes,1,0.39473864436149597,0.39473864436149597,0.9983547798126806,0.11929663200862706,"[{""label"": ""sleeve"", ""score"": 0.39473864436149597, ""box"": [0.27842387557029724, 0.02676290273666382, 294.795166015625, 397.0239562988281]}]"
sleeve_018,sleeve,larger_part,local_enlarged,017518.jpg,item1,long sleeve outwear,clear,sleeve,0.3,0.05,"[0, 0, 294, 396]","[[0, 8, 105, 297], [189, 8, 294, 297]]",1.0,yes,2,0.3905131220817566,0.3857390433549881,0.26211110151803313,0.2015238410094753,"[{""label"": ""sleeve"", ""score"": 0.3905131220817566, ""box"": [0.08352833986282349, 7.993630349636078, 105.95012664794922, 297.9542236328125]}, {""label"": ""sleeve"", ""score"": 0.3809649646282196, ""box"": [189.07272124290466, 8.046402513980865, 294.95692443847656, 297.9737854003906]}]"
sleeve_019,sleeve,larger_part,full_image,133110.jpg,item1,long sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 296, 399]",[],1.0,no,0,,,,0.12004853610415012,[]
sleeve_019,sleeve,larger_part,roi_conditioned,133110.jpg,item1,long sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 296, 399]",[],1.0,no,0,,,,0.11962609202601016,[]
sleeve_019,sleeve,larger_part,local_enlarged,133110.jpg,item1,long sleeve top,clear,sleeve,0.3,0.05,"[0, 0, 296, 399]","[[0, 8, 106, 299], [190, 8, 296, 299]]",1.0,no,0,,,,0.19802208605688065,[]
sleeve_020,sleeve,larger_part,full_image,154526.jpg,item1,long sleeve outwear,clear,sleeve,0.3,0.05,"[0, 0, 467, 624]",[],1.0,no,0,,,,0.1288976629730314,[]
sleeve_020,sleeve,larger_part,roi_conditioned,154526.jpg,item1,long sleeve outwear,clear,sleeve,0.3,0.05,"[0, 0, 467, 624]",[],1.0,no,0,,,,0.11978126398753375,[]
sleeve_020,sleeve,larger_part,local_enlarged,154526.jpg,item1,long sleeve outwear,clear,sleeve,0.3,0.05,"[0, 0, 467, 624]","[[0, 12, 167, 468], [300, 12, 467, 468]]",1.0,no,0,,,,0.20037935907021165,[]
sleeve_021,sleeve,larger_part,full_image,123488.jpg,item1,long sleeve dress,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,yes,1,0.44404420256614685,0.44404420256614685,0.9930584507730641,0.1205225889571011,"[{""label"": ""sleeve"", ""score"": 0.44404420256614685, ""box"": [0.5604379177093506, 1.6461567878723145, 467.1749267578125, 623.1546020507812]}]"
sleeve_021,sleeve,larger_part,roi_conditioned,123488.jpg,item1,long sleeve dress,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]",[],1.0,yes,1,0.44404420256614685,0.44404420256614685,0.9930584507730641,0.12135214009322226,"[{""label"": ""sleeve"", ""score"": 0.44404420256614685, ""box"": [0.5604379177093506, 1.6461567878723145, 467.1749267578125, 623.1546020507812]}]"
sleeve_021,sleeve,larger_part,local_enlarged,123488.jpg,item1,long sleeve dress,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]","[[0, 12, 167, 467], [300, 12, 467, 467]]",1.0,yes,2,0.3696601688861847,0.34348340332508087,0.2614183677666328,0.20278727111872286,"[{""label"": ""sleeve"", ""score"": 0.3696601688861847, ""box"": [0.25463032722473145, 12.151771545410156, 167.84361267089844, 467.6860656738281]}, {""label"": ""sleeve"", ""score"": 0.31730663776397705, ""box"": [300.04130601882935, 12.130272388458252, 468.0221862792969, 468.127197265625]}]"
sleeve_022,sleeve,larger_part,full_image,045056.jpg,item1,long sleeve dress,clear,sleeve,0.3,0.05,"[0, 0, 359, 639]",[],1.0,no,0,,,,0.1469347650418058,[]
sleeve_022,sleeve,larger_part,roi_conditioned,045056.jpg,item1,long sleeve dress,clear,sleeve,0.3,0.05,"[0, 0, 359, 639]",[],1.0,no,0,,,,0.14669341000262648,[]
sleeve_022,sleeve,larger_part,local_enlarged,045056.jpg,item1,long sleeve dress,clear,sleeve,0.3,0.05,"[0, 0, 359, 639]","[[0, 13, 129, 479], [230, 13, 359, 479]]",1.0,yes,1,0.3245234191417694,0.3245234191417694,0.2605687238112827,0.18703822407405823,"[{""label"": ""sleeve"", ""score"": 0.3245234191417694, ""box"": [230.55282413959503, 13.19161868095398, 359.10755920410156, 480.19140625]}]"
collar_001,collar,larger_part,full_image,032686.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 429]",[],1.0,yes,1,0.4058949649333954,0.4058949649333954,0.9999493180736532,0.11478535702917725,"[{""label"": ""collar"", ""score"": 0.4058949649333954, ""box"": [0.06728267669677734, 0.6070977449417114, 468.0672912597656, 430.5852966308594]}]"
collar_001,collar,larger_part,roi_conditioned,032686.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 429]",[],1.0,yes,1,0.4058949649333954,0.4058949649333954,0.9999493180736532,0.1052967170253396,"[{""label"": ""collar"", ""score"": 0.4058949649333954, ""box"": [0.06728267669677734, 0.6070977449417114, 468.0672912597656, 430.5852966308594]}]"
collar_001,collar,larger_part,local_enlarged,032686.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 429]","[[94, 0, 373, 145]]",1.0,no,0,,,,0.14249324006959796,[]
collar_002,collar,larger_part,full_image,145442.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.11998049006797373,[]
collar_002,collar,larger_part,roi_conditioned,145442.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.12069701799191535,[]
collar_002,collar,larger_part,local_enlarged,145442.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]","[[94, 0, 373, 211]]",1.0,yes,1,0.3096783459186554,0.3096783459186554,0.20326512759719687,0.1255752749275416,"[{""label"": ""collar"", ""score"": 0.3096783459186554, ""box"": [94.00902891159058, -0.04451096057891846, 374.0088195800781, 211.9553680419922]}]"
collar_003,collar,larger_part,full_image,082889.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],1.0,yes,1,0.39141008257865906,0.39141008257865906,0.9958617152024907,0.11985554592683911,"[{""label"": ""collar"", ""score"": 0.39141008257865906, ""box"": [0.7506955862045288, -0.2099747657775879, 466.9662780761719, 623.586181640625]}]"
collar_003,collar,larger_part,roi_conditioned,082889.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],1.0,yes,1,0.39141008257865906,0.39141008257865906,0.9958617152024907,0.12000939506106079,"[{""label"": ""collar"", ""score"": 0.39141008257865906, ""box"": [0.7506955862045288, -0.2099747657775879, 466.9662780761719, 623.586181640625]}]"
collar_003,collar,larger_part,local_enlarged,082889.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]","[[94, 0, 373, 211]]",1.0,yes,1,0.3119315207004547,0.3119315207004547,0.2032635488264398,0.11685690504964441,"[{""label"": ""collar"", ""score"": 0.3119315207004547, ""box"": [94.03443002700806, -0.06611883640289307, 374.0321044921875, 211.9337158203125]}]"
collar_004,collar,larger_part,full_image,087323.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.12000321398954839,[]
collar_004,collar,larger_part,roi_conditioned,087323.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.1191124280449003,[]
collar_004,collar,larger_part,local_enlarged,087323.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]","[[94, 0, 373, 211]]",1.0,no,0,,,,0.11632790009025484,[]
collar_005,collar,larger_part,full_image,141532.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 350, 467]",[],1.0,yes,1,0.38903146982192993,0.38903146982192993,0.9999977644868189,0.11988870799541473,"[{""label"": ""collar"", ""score"": 0.38903146982192993, ""box"": [-0.0035775303840637207, -0.1709822416305542, 350.9963073730469, 467.828125]}]"
collar_005,collar,larger_part,roi_conditioned,141532.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 350, 467]",[],1.0,yes,1,0.38903146982192993,0.38903146982192993,0.9999977644868189,0.11905729409772903,"[{""label"": ""collar"", ""score"": 0.38903146982192993, ""box"": [-0.0035775303840637207, -0.1709822416305542, 350.9963073730469, 467.828125]}]"
collar_005,collar,larger_part,local_enlarged,141532.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 350, 467]","[[70, 0, 280, 158]]",1.0,yes,1,0.3013783395290375,0.3013783395290375,0.2042322658361967,0.12031291704624891,"[{""label"": ""collar"", ""score"": 0.3013783395290375, ""box"": [70.00723153352737, -0.0542566180229187, 281.0065460205078, 158.9454345703125]}]"
collar_006,collar,larger_part,full_image,109191.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.1269200249807909,[]
collar_006,collar,larger_part,roi_conditioned,109191.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],1.0,no,0,,,,0.1196350910468027,[]
collar_006,collar,larger_part,local_enlarged,109191.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]","[[94, 0, 373, 211]]",1.0,no,0,,,,0.11625531408935785,[]
collar_007,collar,larger_part,full_image,170066.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 262]",[],1.0,no,0,,,,0.1422112809959799,[]
collar_007,collar,larger_part,roi_conditioned,170066.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 262]",[],1.0,no,0,,,,0.1439621449680999,[]
collar_007,collar,larger_part,local_enlarged,170066.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 262]","[[94, 0, 373, 88]]",1.0,yes,1,0.313186913728714,0.313186913728714,0.20227520720441242,0.1064034909941256,"[{""label"": ""collar"", ""score"": 0.313186913728714, ""box"": [93.97942209243774, 0.04092133045196533, 373.9779052734375, 88.95869445800781]}]"
collar_008,collar,larger_part,full_image,034543.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 350]",[],1.0,yes,1,0.32675498723983765,0.32675498723983765,0.999882764624911,0.1214060930069536,"[{""label"": ""collar"", ""score"": 0.32675498723983765, ""box"": [0.10976672172546387, -0.14376023411750793, 468.05523681640625, 350.8559875488281]}]"
collar_008,collar,larger_part,roi_conditioned,034543.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 350]",[],1.0,yes,1,0.32675498723983765,0.32675498723983765,0.999882764624911,0.11861664592288435,"[{""label"": ""collar"", ""score"": 0.32675498723983765, ""box"": [0.10976672172546387, -0.14376023411750793, 468.05523681640625, 350.8559875488281]}]"
collar_008,collar,larger_part,local_enlarged,034543.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 350]","[[94, 0, 373, 118]]",1.0,no,0,,,,0.1160401999950409,[]
collar_009,collar,larger_part,full_image,150951.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],1.0,yes,1,0.42103487253189087,0.42103487253189087,0.9998871362206753,0.1209676890866831,"[{""label"": ""collar"", ""score"": 0.42103487253189087, ""box"": [0.05623626708984375, -0.2748584747314453, 468.05206298828125, 623.6602783203125]}]"
collar_009,collar,larger_part,roi_conditioned,150951.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],1.0,yes,1,0.42103487253189087,0.42103487253189087,0.9998871362206753,0.11962620599661022,"[{""label"": ""collar"", ""score"": 0.42103487253189087, ""box"": [0.05623626708984375, -0.2748584747314453, 468.05206298828125, 623.6602783203125]}]"
collar_009,collar,larger_part,local_enlarged,150951.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]","[[94, 0, 373, 211]]",1.0,yes,1,0.3786073625087738,0.3786073625087738,0.2032653349495648,0.1165124389808625,"[{""label"": ""collar"", ""score"": 0.3786073625087738, ""box"": [94.01755714416504, -0.0011878013610839844, 374.01751708984375, 211.998779296875]}]"
