benchmark_id,target,scale_group,condition,image_name,item_id,category_name,visibility,prompt,threshold,roi_margin_ratio,roi_bbox,local_windows,local_enlarge_factor,detected,num_detections,top_score,mean_score,top_box_area_ratio,inference_seconds,detections_json
sleeve_005,sleeve,larger_part,local_enlarged,182793.jpg,item1,short sleeve dress,clear,sleeve,0.3,0.05,"[0, 0, 467, 623]","[[0, 0, 224, 511], [243, 0, 467, 511]]",2.0,no,0,,,,44.65969909998239,[]
collar_001,collar,larger_part,full_image,032686.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 429]",[],2.0,yes,1,0.40590307116508484,0.40590307116508484,0.9999477224365205,19.271796799992444,"[{""label"": ""collar"", ""score"": 0.40590307116508484, ""box"": [0.06990480422973633, 0.6210917234420776, 468.0699157714844, 430.5986022949219]}]"
collar_001,collar,larger_part,roi_conditioned,032686.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 429]",[],2.0,yes,1,0.40590307116508484,0.40590307116508484,0.9999477224365205,25.670921900018584,"[{""label"": ""collar"", ""score"": 0.40590307116508484, ""box"": [0.06990480422973633, 0.6210917234420776, 468.0699157714844, 430.5986022949219]}]"
collar_001,collar,larger_part,local_enlarged,032686.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 429]","[[56, 0, 411, 205]]",2.0,no,0,,,,27.344972599996254,[]
collar_002,collar,larger_part,full_image,145442.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,21.27477259997977,[]
collar_002,collar,larger_part,roi_conditioned,145442.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,23.369149300007848,[]
collar_002,collar,larger_part,local_enlarged,145442.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]","[[56, 0, 411, 299]]",2.0,yes,1,0.34032338857650757,0.34032338857650757,0.36571304111660163,21.090714899997693,"[{""label"": ""collar"", ""score"": 0.34032338857650757, ""box"": [55.997899293899536, -0.11164247989654541, 411.9977722167969, 299.8882141113281]}]"
collar_003,collar,larger_part,full_image,082889.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],2.0,yes,1,0.3916805684566498,0.3916805684566498,0.9958597379461137,27.60914600000251,"[{""label"": ""collar"", ""score"": 0.3916805684566498, ""box"": [0.7505840063095093, -0.2071852684020996, 466.9658203125, 623.5881958007812]}]"
collar_003,collar,larger_part,roi_conditioned,082889.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],2.0,yes,1,0.3916805684566498,0.3916805684566498,0.9958597379461137,25.880791600007797,"[{""label"": ""collar"", ""score"": 0.3916805684566498, ""box"": [0.7505840063095093, -0.2071852684020996, 466.9658203125, 623.5881958007812]}]"
collar_003,collar,larger_part,local_enlarged,082889.jpg,item1,long sleeve outwear,clear,collar,0.3,0.05,"[0, 0, 467, 623]","[[56, 0, 411, 299]]",2.0,yes,1,0.3542456030845642,0.3542456030845642,0.3657120675648583,23.94571480000741,"[{""label"": ""collar"", ""score"": 0.3542456030845642, ""box"": [56.06367897987366, -0.026366114616394043, 412.0626525878906, 299.97344970703125]}]"
collar_004,collar,larger_part,full_image,087323.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,25.95951720001176,[]
collar_004,collar,larger_part,roi_conditioned,087323.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,28.22523569999612,[]
collar_004,collar,larger_part,local_enlarged,087323.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 467, 623]","[[56, 0, 411, 299]]",2.0,no,0,,,,22.788131399982376,[]
collar_005,collar,larger_part,full_image,141532.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 350, 467]",[],2.0,yes,1,0.3873143196105957,0.3873143196105957,0.9999979466969533,25.71752400000696,"[{""label"": ""collar"", ""score"": 0.3873143196105957, ""box"": [-0.004832804203033447, -0.16883432865142822, 350.99505615234375, 467.8303527832031]}]"
collar_005,collar,larger_part,roi_conditioned,141532.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 350, 467]",[],2.0,yes,1,0.3873143196105957,0.3873143196105957,0.9999979466969533,23.100510999996914,"[{""label"": ""collar"", ""score"": 0.3873143196105957, ""box"": [-0.004832804203033447, -0.16883432865142822, 350.99505615234375, 467.8303527832031]}]"
collar_005,collar,larger_part,local_enlarged,141532.jpg,item1,long sleeve top,clear,collar,0.3,0.05,"[0, 0, 350, 467]","[[42, 0, 308, 224]]",2.0,yes,1,0.359012246131897,0.359012246131897,0.3657131177483109,23.869288499990944,"[{""label"": ""collar"", ""score"": 0.359012246131897, ""box"": [41.9980902671814, -0.045443326234817505, 308.998046875, 224.95445251464844]}]"
button_001,button,small_object,full_image,100023.jpg,item1,long sleeve top,clear,button,0.3,0.05,"[0, 0, 623, 467]",[],2.0,no,0,,,,24.641641099995468,[]
button_001,button,small_object,roi_conditioned,100023.jpg,item1,long sleeve top,clear,button,0.3,0.05,"[0, 0, 623, 467]",[],2.0,no,0,,,,27.921679199993378,[]
button_001,button,small_object,local_enlarged,100023.jpg,item1,long sleeve top,clear,button,0.3,0.05,"[0, 0, 623, 467]","[[112, 37, 511, 430]]",2.0,yes,1,0.3185216188430786,0.3185216188430786,0.5396666568986835,20.699391600006493,"[{""label"": ""button"", ""score"": 0.3185216188430786, ""box"": [112.02987384796143, 36.86278164386749, 512.0297546386719, 430.86273193359375]}]"
button_002,button,small_object,full_image,091865.jpg,item1,long sleeve outwear,clear,button,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,26.486973199993372,[]
button_002,button,small_object,roi_conditioned,091865.jpg,item1,long sleeve outwear,clear,button,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,28.073582100012572,[]
button_002,button,small_object,local_enlarged,091865.jpg,item1,long sleeve outwear,clear,button,0.3,0.05,"[0, 0, 467, 623]","[[84, 50, 383, 573]]",2.0,no,0,,,,35.09831319999648,[]
button_003,button,small_object,full_image,105965.jpg,item1,long sleeve outwear,clear,button,0.3,0.05,"[0, 0, 467, 831]",[],2.0,no,0,,,,32.894786400021985,[]
button_003,button,small_object,roi_conditioned,105965.jpg,item1,long sleeve outwear,clear,button,0.3,0.05,"[0, 0, 467, 831]",[],2.0,no,0,,,,32.35724769998342,[]
button_003,button,small_object,local_enlarged,105965.jpg,item1,long sleeve outwear,clear,button,0.3,0.05,"[0, 0, 467, 831]","[[84, 67, 383, 764]]",2.0,no,0,,,,29.08121070000925,[]
button_004,button,small_object,full_image,178720.jpg,item1,long sleeve top,clear,button,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,31.38766909998958,[]
button_004,button,small_object,roi_conditioned,178720.jpg,item1,long sleeve top,clear,button,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,28.924815800011856,[]
button_004,button,small_object,local_enlarged,178720.jpg,item1,long sleeve top,clear,button,0.3,0.05,"[0, 0, 467, 623]","[[84, 50, 383, 573]]",2.0,no,0,,,,39.542930600000545,[]
button_005,button,small_object,full_image,054074.jpg,item1,long sleeve top,clear,button,0.3,0.05,"[0, 0, 350, 467]",[],2.0,no,0,,,,31.660309200000484,[]
button_005,button,small_object,roi_conditioned,054074.jpg,item1,long sleeve top,clear,button,0.3,0.05,"[0, 0, 350, 467]",[],2.0,no,0,,,,31.02979800000321,[]
button_005,button,small_object,local_enlarged,054074.jpg,item1,long sleeve top,clear,button,0.3,0.05,"[0, 0, 350, 467]","[[63, 37, 287, 430]]",2.0,no,0,,,,34.438064499991015,[]
zipper_001,zipper,small_object,full_image,191459.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 624]",[],2.0,no,0,,,,30.573983400012366,[]
zipper_001,zipper,small_object,roi_conditioned,191459.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 624]",[],2.0,no,0,,,,32.042620000022,[]
zipper_001,zipper,small_object,local_enlarged,191459.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 624]","[[84, 25, 383, 599]]",2.0,no,0,,,,37.47299910002039,[]
zipper_002,zipper,small_object,full_image,151528.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 624]",[],2.0,no,0,,,,29.984214299998712,[]
zipper_002,zipper,small_object,roi_conditioned,151528.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 624]",[],2.0,no,0,,,,31.85585870000068,[]
zipper_002,zipper,small_object,local_enlarged,151528.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 624]","[[84, 25, 383, 599]]",2.0,no,0,,,,31.895929499994963,[]
zipper_003,zipper,small_object,full_image,176369.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,34.54534029998467,[]
zipper_003,zipper,small_object,roi_conditioned,176369.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,32.364964100008365,[]
zipper_003,zipper,small_object,local_enlarged,176369.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 623]","[[84, 25, 383, 598]]",2.0,no,0,,,,29.902059300016845,[]
zipper_004,zipper,small_object,full_image,183837.jpg,item1,shorts,clear,zipper,0.3,0.05,"[0, 0, 467, 351]",[],2.0,no,0,,,,29.77599709999049,[]
zipper_004,zipper,small_object,roi_conditioned,183837.jpg,item1,shorts,clear,zipper,0.3,0.05,"[0, 0, 467, 351]",[],2.0,no,0,,,,34.67918500001542,[]
zipper_004,zipper,small_object,local_enlarged,183837.jpg,item1,shorts,clear,zipper,0.3,0.05,"[0, 0, 467, 351]","[[84, 14, 383, 337]]",2.0,no,0,,,,28.789590100001078,[]
zipper_005,zipper,small_object,full_image,116992.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,28.6829177000036,[]
zipper_005,zipper,small_object,roi_conditioned,116992.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 623]",[],2.0,no,0,,,,27.513508400006685,[]
zipper_005,zipper,small_object,local_enlarged,116992.jpg,item1,long sleeve outwear,clear,zipper,0.3,0.05,"[0, 0, 467, 623]","[[84, 25, 383, 598]]",2.0,no,0,,,,43.47735359999933,[]
