candidate_id,target,sampling_priority,image_name,item_id,category_name,bbox_area_ratio,crop_path,target_present,visibility,usable_for_evaluation,notes
18,button,1,108251.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\018_108251_item1.jpg,,,,
19,button,1,051945.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\019_051945_item1.jpg,,,,
20,button,1,085644.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\020_085644_item1.jpg,,,,
21,button,1,133020.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\021_133020_item1.jpg,,,,
22,button,1,025184.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\022_025184_item1.jpg,,,,
23,button,1,081864.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\023_081864_item1.jpg,,,,
24,button,1,017784.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\024_017784_item1.jpg,,,,
25,button,1,181706.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\025_181706_item1.jpg,,,,
26,button,1,076695.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\026_076695_item1.jpg,,,,
27,button,1,025814.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\027_025814_item1.jpg,,,,
28,button,1,102653.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\028_102653_item1.jpg,,,,
29,button,1,108921.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\029_108921_item1.jpg,,,,
30,button,1,058790.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\030_058790_item1.jpg,,,,
31,button,1,034655.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\031_034655_item1.jpg,,,,
32,button,1,010215.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\032_010215_item1.jpg,,,,
33,button,1,099898.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\033_099898_item1.jpg,,,,
34,button,1,133075.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\034_133075_item1.jpg,,,,
35,button,1,121742.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\035_121742_item1.jpg,,,,
36,button,1,061410.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\036_061410_item1.jpg,,,,
37,button,1,007215.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\037_007215_item1.jpg,,,,
38,button,1,098376.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\038_098376_item1.jpg,,,,
39,button,1,174082.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\039_174082_item1.jpg,,,,
40,button,1,027831.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\040_027831_item1.jpg,,,,
41,button,1,169780.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\041_169780_item1.jpg,,,,
42,button,1,009072.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\042_009072_item1.jpg,,,,
43,button,1,076190.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\043_076190_item1.jpg,,,,
44,button,1,088355.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\044_088355_item1.jpg,,,,
45,button,1,153984.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\045_153984_item1.jpg,,,,
46,button,1,124871.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\046_124871_item1.jpg,,,,
47,button,1,148988.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\047_148988_item1.jpg,,,,
48,button,1,164051.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\048_164051_item1.jpg,,,,
49,button,1,025070.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\049_025070_item1.jpg,,,,
50,button,1,122533.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\050_122533_item1.jpg,,,,
51,button,1,076622.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\051_076622_item1.jpg,,,,
52,button,1,123215.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\052_123215_item1.jpg,,,,
53,button,1,115518.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\053_115518_item1.jpg,,,,
54,button,1,191298.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\054_191298_item1.jpg,,,,
55,button,1,082889.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\055_082889_item1.jpg,,,,
56,button,1,042346.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\056_042346_item1.jpg,,,,
57,button,1,158132.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\057_158132_item1.jpg,,,,
58,button,1,005080.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\058_005080_item1.jpg,,,,
59,button,1,176768.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\059_176768_item1.jpg,,,,
60,button,1,191459.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\060_191459_item1.jpg,,,,
61,button,1,152404.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\061_152404_item1.jpg,,,,
62,button,1,093159.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\062_093159_item1.jpg,,,,
63,button,1,071469.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\063_071469_item1.jpg,,,,
64,button,1,119326.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\064_119326_item1.jpg,,,,
65,button,1,111234.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\065_111234_item1.jpg,,,,
66,button,1,021683.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\066_021683_item1.jpg,,,,
67,button,1,010962.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\067_010962_item1.jpg,,,,
68,button,1,149148.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\068_149148_item1.jpg,,,,
69,button,1,041086.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\069_041086_item1.jpg,,,,
70,button,1,005237.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\070_005237_item1.jpg,,,,
71,button,1,131182.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\071_131182_item1.jpg,,,,
72,button,1,130559.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\072_130559_item1.jpg,,,,
73,button,1,000503.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\073_000503_item1.jpg,,,,
74,button,1,157332.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\074_157332_item1.jpg,,,,
75,button,1,026317.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\075_026317_item1.jpg,,,,
76,button,1,032653.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\076_032653_item1.jpg,,,,
77,button,1,086455.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\077_086455_item1.jpg,,,,
78,button,1,040143.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\078_040143_item1.jpg,,,,
79,button,1,076191.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\079_076191_item1.jpg,,,,
80,button,1,026971.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\080_026971_item1.jpg,,,,
81,button,1,080025.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\081_080025_item1.jpg,,,,
82,button,1,099033.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\082_099033_item1.jpg,,,,
83,button,1,105891.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\083_105891_item1.jpg,,,,
84,button,1,078677.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\084_078677_item1.jpg,,,,
85,button,1,105970.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\085_105970_item1.jpg,,,,
86,button,1,102501.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\086_102501_item1.jpg,,,,
87,button,1,027570.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\087_027570_item1.jpg,,,,
88,button,1,119756.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\088_119756_item1.jpg,,,,
89,button,1,137799.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\089_137799_item1.jpg,,,,
90,button,1,141098.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\090_141098_item1.jpg,,,,
91,button,1,102654.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\091_102654_item1.jpg,,,,
92,button,1,180200.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\092_180200_item1.jpg,,,,
93,button,1,162198.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\093_162198_item1.jpg,,,,
94,button,1,098191.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\094_098191_item1.jpg,,,,
95,button,1,042866.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\095_042866_item1.jpg,,,,
96,button,1,138109.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\096_138109_item1.jpg,,,,
97,button,1,145527.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\097_145527_item1.jpg,,,,
98,button,1,029431.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\098_029431_item1.jpg,,,,
99,button,1,091149.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\099_091149_item1.jpg,,,,
100,button,1,124834.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\100_124834_item1.jpg,,,,
101,button,1,151346.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\101_151346_item1.jpg,,,,
102,button,1,052347.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\102_052347_item1.jpg,,,,
103,button,1,119723.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\103_119723_item1.jpg,,,,
104,button,1,180957.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\104_180957_item1.jpg,,,,
105,button,1,067253.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\105_067253_item1.jpg,,,,
106,button,1,067685.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\106_067685_item1.jpg,,,,
107,button,1,119509.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\107_119509_item1.jpg,,,,
108,button,1,146414.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\108_146414_item1.jpg,,,,
109,button,1,151528.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\109_151528_item1.jpg,,,,
110,button,1,080126.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\110_080126_item1.jpg,,,,
111,button,1,042790.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\111_042790_item1.jpg,,,,
112,button,1,181746.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\button\crops\112_181746_item1.jpg,,,,
113,button,1,191847.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\113_191847_item1.jpg,,,,
114,button,1,132259.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\114_132259_item1.jpg,,,,
115,button,1,057229.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\115_057229_item1.jpg,,,,
116,button,1,009673.jpg,item1,short sleeve top,1.0,outputs\target_balanced_candidates\button\crops\116_009673_item1.jpg,,,,
117,button,1,032686.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\117_032686_item1.jpg,,,,
118,button,1,156639.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\118_156639_item1.jpg,,,,
119,button,1,024467.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\119_024467_item1.jpg,,,,
120,button,1,034644.jpg,item1,long sleeve top,1.0,outputs\target_balanced_candidates\button\crops\120_034644_item1.jpg,,,,
