candidate_id,target,sampling_priority,image_name,item_id,category_name,bbox_area_ratio,crop_path,target_present,visibility,usable_for_evaluation,notes
28,zipper,1,002835.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\028_002835_item1.jpg,,,,
29,zipper,1,117254.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\029_117254_item1.jpg,,,,
30,zipper,1,105891.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\030_105891_item1.jpg,,,,
31,zipper,1,032014.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\031_032014_item1.jpg,,,,
32,zipper,1,080768.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\032_080768_item1.jpg,,,,
33,zipper,1,120338.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\033_120338_item1.jpg,,,,
34,zipper,1,021683.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\034_021683_item1.jpg,,,,
35,zipper,1,167167.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\035_167167_item1.jpg,,,,
36,zipper,1,191459.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\036_191459_item1.jpg,,,,
37,zipper,1,130719.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\037_130719_item1.jpg,,,,
38,zipper,1,087587.jpg,item1,short sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\038_087587_item1.jpg,,,,
39,zipper,1,072904.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\039_072904_item1.jpg,,,,
40,zipper,1,161239.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\040_161239_item1.jpg,,,,
41,zipper,1,151528.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\041_151528_item1.jpg,,,,
42,zipper,1,176369.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\042_176369_item1.jpg,,,,
43,zipper,1,183837.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\043_183837_item1.jpg,,,,
44,zipper,1,125929.jpg,item1,short sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\044_125929_item1.jpg,,,,
45,zipper,1,016000.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\045_016000_item1.jpg,,,,
46,zipper,1,126239.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\046_126239_item1.jpg,,,,
47,zipper,1,078498.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\047_078498_item1.jpg,,,,
48,zipper,1,116992.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\048_116992_item1.jpg,,,,
49,zipper,1,153058.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\049_153058_item1.jpg,,,,
50,zipper,1,104766.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\050_104766_item1.jpg,,,,
51,zipper,1,051339.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\051_051339_item1.jpg,,,,
52,zipper,1,176768.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\052_176768_item1.jpg,,,,
53,zipper,1,060971.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\053_060971_item1.jpg,,,,
54,zipper,1,024147.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\054_024147_item1.jpg,,,,
55,zipper,1,140931.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\055_140931_item1.jpg,,,,
56,zipper,1,181747.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\056_181747_item1.jpg,,,,
57,zipper,1,044265.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\057_044265_item1.jpg,,,,
58,zipper,1,173202.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\058_173202_item1.jpg,,,,
59,zipper,1,120158.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\059_120158_item1.jpg,,,,
60,zipper,1,042790.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\060_042790_item1.jpg,,,,
61,zipper,1,024822.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\061_024822_item1.jpg,,,,
62,zipper,1,117270.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\062_117270_item1.jpg,,,,
63,zipper,1,134439.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\063_134439_item1.jpg,,,,
64,zipper,1,059462.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\064_059462_item1.jpg,,,,
65,zipper,1,096190.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\065_096190_item1.jpg,,,,
66,zipper,1,025258.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\066_025258_item1.jpg,,,,
67,zipper,1,114345.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\067_114345_item1.jpg,,,,
68,zipper,1,127679.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\068_127679_item1.jpg,,,,
69,zipper,1,175516.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\069_175516_item1.jpg,,,,
70,zipper,1,151523.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\070_151523_item1.jpg,,,,
71,zipper,1,129027.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\071_129027_item1.jpg,,,,
72,zipper,1,129620.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\072_129620_item1.jpg,,,,
73,zipper,1,025920.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\073_025920_item1.jpg,,,,
74,zipper,1,115518.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\074_115518_item1.jpg,,,,
75,zipper,1,176468.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\075_176468_item1.jpg,,,,
76,zipper,1,178454.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\076_178454_item1.jpg,,,,
77,zipper,1,050051.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\077_050051_item1.jpg,,,,
78,zipper,1,045946.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\078_045946_item1.jpg,,,,
79,zipper,1,021672.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\079_021672_item1.jpg,,,,
80,zipper,1,097958.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\080_097958_item1.jpg,,,,
81,zipper,1,151774.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\081_151774_item1.jpg,,,,
82,zipper,1,163363.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\082_163363_item1.jpg,,,,
83,zipper,1,181746.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\083_181746_item1.jpg,,,,
84,zipper,1,015595.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\084_015595_item1.jpg,,,,
85,zipper,1,084793.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\085_084793_item1.jpg,,,,
86,zipper,1,164368.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\086_164368_item1.jpg,,,,
87,zipper,1,000503.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\087_000503_item1.jpg,,,,
88,zipper,1,010171.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\088_010171_item1.jpg,,,,
89,zipper,1,076292.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\089_076292_item1.jpg,,,,
90,zipper,1,114586.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\090_114586_item1.jpg,,,,
91,zipper,1,093116.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\091_093116_item1.jpg,,,,
92,zipper,1,124498.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\092_124498_item1.jpg,,,,
93,zipper,1,140345.jpg,item1,short sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\093_140345_item1.jpg,,,,
94,zipper,1,058526.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\094_058526_item1.jpg,,,,
95,zipper,1,038612.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\095_038612_item1.jpg,,,,
96,zipper,1,031611.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\096_031611_item1.jpg,,,,
97,zipper,1,005549.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\097_005549_item1.jpg,,,,
98,zipper,1,119326.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\098_119326_item1.jpg,,,,
99,zipper,1,075354.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\099_075354_item1.jpg,,,,
100,zipper,1,185089.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\100_185089_item1.jpg,,,,
101,zipper,1,062665.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\101_062665_item1.jpg,,,,
102,zipper,1,038428.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\102_038428_item1.jpg,,,,
103,zipper,1,148406.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\103_148406_item1.jpg,,,,
104,zipper,1,111577.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\104_111577_item1.jpg,,,,
105,zipper,1,060012.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\105_060012_item1.jpg,,,,
106,zipper,1,039653.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\106_039653_item1.jpg,,,,
107,zipper,1,063713.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\107_063713_item1.jpg,,,,
108,zipper,1,082692.jpg,item1,short sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\108_082692_item1.jpg,,,,
109,zipper,1,061885.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\109_061885_item1.jpg,,,,
110,zipper,1,080025.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\110_080025_item1.jpg,,,,
111,zipper,1,028718.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\111_028718_item1.jpg,,,,
112,zipper,1,022754.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\112_022754_item1.jpg,,,,
113,zipper,1,111672.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\113_111672_item1.jpg,,,,
114,zipper,1,152093.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\114_152093_item1.jpg,,,,
115,zipper,1,082100.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\115_082100_item1.jpg,,,,
116,zipper,1,011699.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\116_011699_item1.jpg,,,,
117,zipper,1,034557.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\117_034557_item1.jpg,,,,
118,zipper,1,143190.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\118_143190_item1.jpg,,,,
119,zipper,1,170555.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\119_170555_item1.jpg,,,,
120,zipper,1,146967.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\120_146967_item1.jpg,,,,
121,zipper,1,045091.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\121_045091_item1.jpg,,,,
122,zipper,1,180955.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\122_180955_item1.jpg,,,,
123,zipper,1,176402.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\123_176402_item1.jpg,,,,
124,zipper,1,183876.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\124_183876_item1.jpg,,,,
125,zipper,1,072792.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\125_072792_item1.jpg,,,,
126,zipper,1,082097.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\126_082097_item1.jpg,,,,
127,zipper,1,151772.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\127_151772_item1.jpg,,,,
128,zipper,1,108921.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\128_108921_item1.jpg,,,,
129,zipper,1,033237.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\129_033237_item1.jpg,,,,
130,zipper,1,019843.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\130_019843_item1.jpg,,,,
131,zipper,1,085215.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\131_085215_item1.jpg,,,,
132,zipper,1,120477.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\132_120477_item1.jpg,,,,
133,zipper,1,042346.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\133_042346_item1.jpg,,,,
134,zipper,1,151272.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\134_151272_item1.jpg,,,,
135,zipper,1,144239.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\135_144239_item1.jpg,,,,
136,zipper,1,076191.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\136_076191_item1.jpg,,,,
137,zipper,1,031418.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\137_031418_item1.jpg,,,,
138,zipper,1,118964.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\138_118964_item1.jpg,,,,
139,zipper,1,008440.jpg,item1,short sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\139_008440_item1.jpg,,,,
140,zipper,1,178803.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\140_178803_item1.jpg,,,,
141,zipper,1,091865.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\141_091865_item1.jpg,,,,
142,zipper,1,030741.jpg,item1,short sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\142_030741_item1.jpg,,,,
143,zipper,1,114229.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\143_114229_item1.jpg,,,,
144,zipper,1,159334.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\144_159334_item1.jpg,,,,
145,zipper,1,140330.jpg,item1,short sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\145_140330_item1.jpg,,,,
146,zipper,1,180497.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\146_180497_item1.jpg,,,,
147,zipper,1,108923.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\147_108923_item1.jpg,,,,
148,zipper,1,105965.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\148_105965_item1.jpg,,,,
149,zipper,1,148948.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\149_148948_item1.jpg,,,,
150,zipper,1,140773.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\150_140773_item1.jpg,,,,
151,zipper,1,025671.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\151_025671_item1.jpg,,,,
152,zipper,1,081504.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\152_081504_item1.jpg,,,,
153,zipper,1,160479.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\153_160479_item1.jpg,,,,
154,zipper,1,065833.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\154_065833_item1.jpg,,,,
155,zipper,1,100008.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\155_100008_item1.jpg,,,,
156,zipper,1,021681.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\156_021681_item1.jpg,,,,
157,zipper,1,151765.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\157_151765_item1.jpg,,,,
158,zipper,1,127678.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\158_127678_item1.jpg,,,,
159,zipper,1,023095.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\159_023095_item1.jpg,,,,
160,zipper,1,170082.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\160_170082_item1.jpg,,,,
161,zipper,1,013261.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\161_013261_item1.jpg,,,,
162,zipper,1,076189.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\162_076189_item1.jpg,,,,
163,zipper,1,140980.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\163_140980_item1.jpg,,,,
164,zipper,1,021671.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\164_021671_item1.jpg,,,,
165,zipper,1,135191.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\165_135191_item1.jpg,,,,
166,zipper,1,141294.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\166_141294_item1.jpg,,,,
167,zipper,1,020032.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\167_020032_item1.jpg,,,,
168,zipper,1,168672.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\168_168672_item1.jpg,,,,
169,zipper,1,056510.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\169_056510_item1.jpg,,,,
170,zipper,1,130704.jpg,item1,short sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\170_130704_item1.jpg,,,,
171,zipper,1,140428.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\171_140428_item1.jpg,,,,
172,zipper,1,166112.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\172_166112_item1.jpg,,,,
173,zipper,1,070957.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\173_070957_item1.jpg,,,,
174,zipper,1,013414.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\174_013414_item1.jpg,,,,
175,zipper,1,138639.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\175_138639_item1.jpg,,,,
176,zipper,1,175520.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\176_175520_item1.jpg,,,,
177,zipper,1,187414.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\177_187414_item1.jpg,,,,
178,zipper,1,066261.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\178_066261_item1.jpg,,,,
179,zipper,1,057360.jpg,item1,skirt,1.0,outputs\target_balanced_candidates\zipper\crops\179_057360_item1.jpg,,,,
180,zipper,1,145022.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\180_145022_item1.jpg,,,,
181,zipper,1,128187.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\181_128187_item1.jpg,,,,
182,zipper,1,105969.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\182_105969_item1.jpg,,,,
183,zipper,1,107554.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\183_107554_item1.jpg,,,,
184,zipper,1,177974.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\184_177974_item1.jpg,,,,
185,zipper,1,104894.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\185_104894_item1.jpg,,,,
186,zipper,1,056508.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\186_056508_item1.jpg,,,,
187,zipper,1,097358.jpg,item1,shorts,1.0,outputs\target_balanced_candidates\zipper\crops\187_097358_item1.jpg,,,,
188,zipper,1,168593.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\188_168593_item1.jpg,,,,
189,zipper,1,081860.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\189_081860_item1.jpg,,,,
190,zipper,1,016947.jpg,item1,short sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\190_016947_item1.jpg,,,,
191,zipper,1,109030.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\191_109030_item1.jpg,,,,
192,zipper,1,105970.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\192_105970_item1.jpg,,,,
193,zipper,1,068034.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\193_068034_item1.jpg,,,,
194,zipper,1,106749.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\194_106749_item1.jpg,,,,
195,zipper,1,062647.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\195_062647_item1.jpg,,,,
196,zipper,1,032912.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\196_032912_item1.jpg,,,,
197,zipper,1,016908.jpg,item1,trousers,1.0,outputs\target_balanced_candidates\zipper\crops\197_016908_item1.jpg,,,,
198,zipper,1,025070.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\198_025070_item1.jpg,,,,
199,zipper,1,133082.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\199_133082_item1.jpg,,,,
200,zipper,1,104351.jpg,item1,long sleeve outwear,1.0,outputs\target_balanced_candidates\zipper\crops\200_104351_item1.jpg,,,,
