group_id,target,prompt_type,prompt,image_name,label,score,bbox_area_ratio
1,sleeve,baseline,sleeve,094105.jpg,sleeve,0.36159494519233704,0.662315017108145
1,sleeve,baseline,sleeve,011391.jpg,sleeve,0.3150634467601776,0.06024506684740384
1,sleeve,baseline,sleeve,191295.jpg,sleeve,0.327682226896286,0.15444799618804006
1,sleeve,baseline,sleeve,120436.jpg,sleeve,0.3103749752044678,0.033337446498064076
1,sleeve,baseline,sleeve,099231.jpg,sleeve,0.3030872941017151,0.24280451174537657
1,sleeve,baseline,sleeve,020657.jpg,sleeve,0.3005884885787964,0.12494785460773225
1,sleeve,baseline,sleeve,144715.jpg,sleeve,0.36563393473625183,0.04810740798220604
1,sleeve,baseline,sleeve,164795.jpg,sleeve,0.3669135272502899,0.38369562916304945
1,sleeve,baseline,sleeve,094801.jpg,sleeve,0.3408964276313782,0.5328304912444809
1,sleeve,baseline,sleeve,050408.jpg,sleeve,0.4516115188598633,0.49212802751845736
1,sleeve,baseline,sleeve,184700.jpg,sleeve,0.3189809024333954,0.29616876181666735
1,sleeve,baseline,sleeve,018234.jpg,sleeve,0.35632339119911194,0.19522207986081866
1,sleeve,baseline,sleeve,173347.jpg,sleeve,0.3456849157810211,0.22985654362023283
1,sleeve,baseline,sleeve,026477.jpg,sleeve,0.3965596556663513,0.9396946668599245
1,sleeve,baseline,sleeve,099648.jpg,sleeve,0.35080963373184204,0.542872832027371
1,sleeve,baseline,sleeve,072870.jpg,sleeve,0.3009645342826843,0.308280812453761
1,sleeve,baseline,sleeve,166641.jpg,sleeve,0.33031153678894043,0.23515001884301456
1,sleeve,baseline,sleeve,093133.jpg,sleeve,0.3898651599884033,0.06908297579343223
1,sleeve,baseline,sleeve,175683.jpg,sleeve,0.3501647114753723,0.11727705329729789
1,sleeve,baseline,sleeve,044863.jpg,sleeve,0.38707709312438965,0.2729462740095085
1,sleeve,baseline,sleeve,191137.jpg,sleeve,0.32630831003189087,0.3275839282453409
1,sleeve,baseline,sleeve,064176.jpg,sleeve,0.3670269548892975,0.10107887325089833
1,sleeve,baseline,sleeve,121179.jpg,sleeve,0.32249224185943604,0.17566524549610096
1,sleeve,baseline,sleeve,099472.jpg,sleeve,0.3069847524166107,0.10278172586678892
1,sleeve,baseline,sleeve,070766.jpg,sleeve,0.3202112317085266,0.15459785457350106
1,sleeve,baseline,sleeve,167773.jpg,sleeve,0.30841460824012756,0.1558828580273171
1,sleeve,baseline,sleeve,180398.jpg,sleeve,0.3250995874404907,0.09192592079849804
1,sleeve,context,shirt sleeve,167622.jpg,sleeve,0.31411483883857727,0.10627590992252388
1,sleeve,context,shirt sleeve,006557.jpg,shirt sleeve,0.3192014992237091,0.023349549471765933
1,sleeve,context,shirt sleeve,072098.jpg,shirt sleeve,0.3626726269721985,0.17434426095592576
1,sleeve,context,shirt sleeve,064197.jpg,shirt sleeve,0.4257095158100128,0.3142751407692401
1,sleeve,context,shirt sleeve,058514.jpg,shirt sleeve,0.3637327253818512,0.07304068808436037
1,sleeve,context,shirt sleeve,036580.jpg,sleeve,0.332949697971344,0.15460420026626842
1,sleeve,context,shirt sleeve,026869.jpg,shirt sleeve,0.3510277271270752,0.26625220258186144
1,sleeve,context,shirt sleeve,177393.jpg,sleeve,0.3075289726257324,0.700989084886741
1,sleeve,context,shirt sleeve,142965.jpg,shirt sleeve,0.38998743891716003,0.07774106745828188
1,sleeve,context,shirt sleeve,022791.jpg,shirt sleeve,0.4190305471420288,0.1201133051143811
1,sleeve,context,shirt sleeve,154795.jpg,shirt sleeve,0.3302047550678253,0.31661667871755156
1,sleeve,context,shirt sleeve,110605.jpg,shirt sleeve,0.3653498589992523,0.989632055150121
1,sleeve,context,shirt sleeve,008332.jpg,sleeve,0.3687915503978729,0.04734104749185623
1,sleeve,context,shirt sleeve,007812.jpg,shirt sleeve,0.3029155135154724,0.5395006578213483
1,sleeve,context,shirt sleeve,024562.jpg,shirt sleeve,0.41735199093818665,0.19119510636100812
1,sleeve,context,shirt sleeve,057315.jpg,shirt sleeve,0.3686242997646332,0.04642720397514633
1,sleeve,context,shirt sleeve,132476.jpg,shirt sleeve,0.366497665643692,0.4284969334577909
1,sleeve,context,shirt sleeve,157816.jpg,shirt sleeve,0.3365848660469055,0.9041233254972947
1,sleeve,context,shirt sleeve,006957.jpg,shirt sleeve,0.35769057273864746,0.4244333843317971
1,sleeve,context,shirt sleeve,147128.jpg,shirt sleeve,0.4521661400794983,0.3923877232275991
1,sleeve,context,shirt sleeve,052125.jpg,sleeve,0.4092888832092285,0.05396083295700009
1,sleeve,context,shirt sleeve,187701.jpg,shirt sleeve,0.3815120756626129,0.148974206790308
1,sleeve,context,shirt sleeve,170364.jpg,shirt sleeve,0.3529473543167114,0.04902806770324707
1,sleeve,context,shirt sleeve,183849.jpg,shirt sleeve,0.35634729266166687,0.21725110281769655
1,sleeve,context,shirt sleeve,142854.jpg,shirt sleeve,0.43677154183387756,0.5375842696955814
1,sleeve,context,shirt sleeve,109975.jpg,shirt sleeve,0.37195613980293274,0.47658134978746414
1,sleeve,context,shirt sleeve,057788.jpg,shirt sleeve,0.31778502464294434,0.2665112371788224
1,sleeve,context,shirt sleeve,117758.jpg,shirt sleeve,0.34727346897125244,0.6707735918096812
1,sleeve,context,shirt sleeve,154473.jpg,shirt sleeve,0.3575066030025482,0.058627856779007476
1,sleeve,context,shirt sleeve,072927.jpg,shirt sleeve,0.338951051235199,0.5120820297120288
1,sleeve,context,shirt sleeve,001704.jpg,shirt sleeve,0.3859197795391083,0.9562000417706503
1,sleeve,context,shirt sleeve,041854.jpg,shirt sleeve,0.33217939734458923,0.7808991358423932
1,sleeve,context,shirt sleeve,183014.jpg,sleeve,0.3815287947654724,0.06853797904042253
1,sleeve,context,shirt sleeve,110786.jpg,shirt sleeve,0.3657347559928894,0.09866232053079727
1,sleeve,context,shirt sleeve,089195.jpg,sleeve,0.32627490162849426,0.13067588797057061
1,sleeve,context,shirt sleeve,056444.jpg,shirt sleeve,0.39678290486335754,0.5214404464473593
1,sleeve,context,shirt sleeve,088237.jpg,shirt sleeve,0.38285335898399353,0.28154356195142455
1,sleeve,context,shirt sleeve,026794.jpg,shirt sleeve,0.3872620463371277,0.5193643106935519
1,sleeve,context,shirt sleeve,024313.jpg,shirt sleeve,0.42341044545173645,0.6980715042902228
1,sleeve,context,shirt sleeve,099596.jpg,shirt sleeve,0.43592819571495056,0.32437304131581923
1,sleeve,context,shirt sleeve,025354.jpg,shirt sleeve,0.3748653531074524,0.45839669640893244
1,sleeve,context,shirt sleeve,094105.jpg,shirt sleeve,0.4130001664161682,0.6709932846877401
1,sleeve,context,shirt sleeve,090166.jpg,sleeve,0.32517188787460327,0.3620425454788134
1,sleeve,context,shirt sleeve,069343.jpg,shirt sleeve,0.3138871490955353,0.16861540687892457
1,sleeve,context,shirt sleeve,011391.jpg,shirt sleeve,0.35267719626426697,0.06061037216832551
1,sleeve,context,shirt sleeve,191295.jpg,shirt sleeve,0.3542007505893707,0.2738145368792997
1,sleeve,context,shirt sleeve,120436.jpg,shirt sleeve,0.3114788234233856,0.033558528953185306
1,sleeve,context,shirt sleeve,140569.jpg,shirt sleeve,0.3409814238548279,0.1766437490572654
1,sleeve,context,shirt sleeve,032723.jpg,shirt sleeve,0.321272075176239,0.09490914142070324
1,sleeve,context,shirt sleeve,099231.jpg,shirt sleeve,0.3648291230201721,0.24325272636656597
1,sleeve,context,shirt sleeve,020657.jpg,shirt sleeve,0.3520563244819641,0.12644320031096867
1,sleeve,context,shirt sleeve,144715.jpg,sleeve,0.3824803829193115,0.048224896013662956
1,sleeve,context,shirt sleeve,076855.jpg,sleeve,0.36312025785446167,0.0830416070887522
1,sleeve,context,shirt sleeve,164795.jpg,shirt sleeve,0.40935224294662476,0.3844254173385372
1,sleeve,context,shirt sleeve,162142.jpg,shirt sleeve,0.3421955704689026,0.16410343222985305
1,sleeve,context,shirt sleeve,094801.jpg,shirt sleeve,0.42155835032463074,0.5324804624987154
1,sleeve,context,shirt sleeve,050408.jpg,shirt sleeve,0.4318333566188812,0.4942025683952824
1,sleeve,context,shirt sleeve,184700.jpg,shirt sleeve,0.32880571484565735,0.2960890930308307
1,sleeve,context,shirt sleeve,018234.jpg,shirt sleeve,0.3745484948158264,0.19562677559505345
1,sleeve,context,shirt sleeve,012013.jpg,shirt sleeve,0.3336995244026184,0.9834059935195828
1,sleeve,context,shirt sleeve,173347.jpg,shirt sleeve,0.3768954873085022,0.22922417821251193
1,sleeve,context,shirt sleeve,075862.jpg,shirt sleeve,0.31584838032722473,0.018501266721782143
1,sleeve,context,shirt sleeve,020917.jpg,shirt sleeve,0.3501599133014679,0.919573369910936
1,sleeve,context,shirt sleeve,061025.jpg,sleeve,0.34217897057533264,0.1050585069661764
1,sleeve,context,shirt sleeve,026477.jpg,shirt sleeve,0.4200713336467743,0.9404767369848708
1,sleeve,context,shirt sleeve,099648.jpg,shirt sleeve,0.33508485555648804,0.5432658356409626
1,sleeve,context,shirt sleeve,072870.jpg,shirt sleeve,0.3188783526420593,0.30867290308172
1,sleeve,context,shirt sleeve,118859.jpg,shirt sleeve,0.3754439353942871,0.4854103433329328
1,sleeve,context,shirt sleeve,166641.jpg,shirt sleeve,0.3703758120536804,0.2362477162577079
1,sleeve,context,shirt sleeve,095639.jpg,shirt sleeve,0.3038954436779022,0.2754946418816497
1,sleeve,context,shirt sleeve,042639.jpg,shirt sleeve,0.3338846266269684,0.4694297756370162
1,sleeve,context,shirt sleeve,097041.jpg,shirt sleeve,0.3218120038509369,0.4622009485088548
1,sleeve,context,shirt sleeve,093133.jpg,shirt sleeve,0.40622106194496155,0.0688147342057957
1,sleeve,context,shirt sleeve,054922.jpg,shirt sleeve,0.35492613911628723,0.5809337454039455
1,sleeve,context,shirt sleeve,175683.jpg,shirt sleeve,0.41189509630203247,0.11685048065335593
1,sleeve,context,shirt sleeve,069987.jpg,shirt sleeve,0.34840700030326843,0.09635362561878166
1,sleeve,context,shirt sleeve,183978.jpg,shirt sleeve,0.3507595658302307,0.3994323135342502
1,sleeve,context,shirt sleeve,179188.jpg,shirt sleeve,0.33626559376716614,0.999925495559637
1,sleeve,context,shirt sleeve,018718.jpg,shirt sleeve,0.40651896595954895,0.5327246681961583
1,sleeve,context,shirt sleeve,159681.jpg,sleeve,0.3022940754890442,0.12691215914037923
1,sleeve,context,shirt sleeve,166456.jpg,shirt sleeve,0.34339115023612976,0.37912161513475473
1,sleeve,context,shirt sleeve,044863.jpg,shirt sleeve,0.4284040927886963,0.2727777518725135
1,sleeve,context,shirt sleeve,140022.jpg,shirt sleeve,0.37290075421333313,0.37417198109952143
1,sleeve,context,shirt sleeve,191137.jpg,shirt sleeve,0.3972714841365814,0.3261585248698268
1,sleeve,context,shirt sleeve,064176.jpg,shirt sleeve,0.3582671582698822,0.10000326949816483
1,sleeve,context,shirt sleeve,042835.jpg,shirt sleeve,0.31568869948387146,0.7304474860405219
1,sleeve,context,shirt sleeve,121179.jpg,shirt sleeve,0.38220685720443726,0.17629478571007456
1,sleeve,context,shirt sleeve,099472.jpg,sleeve,0.3568030595779419,0.10367735671888481
1,sleeve,context,shirt sleeve,070766.jpg,shirt sleeve,0.3557063043117523,0.15572926071580614
1,sleeve,context,shirt sleeve,167773.jpg,shirt sleeve,0.31676170229911804,0.15529621541803384
1,sleeve,context,shirt sleeve,180398.jpg,shirt sleeve,0.39497148990631104,0.09241036593163303
1,sleeve,context,shirt sleeve,146002.jpg,shirt sleeve,0.3671150803565979,0.10866526673164859
1,collar,baseline,collar,029185.jpg,collar,0.36830219626426697,0.17095914013985006
1,collar,baseline,collar,006557.jpg,collar,0.42960357666015625,0.023307794915376386
1,collar,baseline,collar,058514.jpg,collar,0.4167468845844269,0.022683059975859125
1,collar,baseline,collar,026869.jpg,collar,0.32889583706855774,0.2256219508266311
1,collar,baseline,collar,142965.jpg,collar,0.34566694498062134,0.016151411737707913
1,collar,baseline,collar,022791.jpg,collar,0.3162198066711426,0.31254489800453167
1,collar,baseline,collar,110605.jpg,collar,0.3187818229198456,0.9884750423665676
1,collar,baseline,collar,024562.jpg,collar,0.4212842583656311,0.05099910142434445
1,collar,baseline,collar,057315.jpg,collar,0.3734091818332672,0.20692875758568335
1,collar,baseline,collar,060991.jpg,collar,0.3662596344947815,0.008780234523787673
1,collar,baseline,collar,132476.jpg,collar,0.31447431445121765,0.04016980786009678
1,collar,baseline,collar,157816.jpg,collar,0.3881431221961975,0.47834921160482397
1,collar,baseline,collar,147128.jpg,collar,0.3841322660446167,0.06318936773156981
1,collar,baseline,collar,052125.jpg,collar,0.3842775821685791,0.013586895495364692
1,collar,baseline,collar,187701.jpg,collar,0.3257213532924652,0.15002625049502663
1,collar,baseline,collar,183849.jpg,collar,0.3717356026172638,0.02827223309649071
1,collar,baseline,collar,142854.jpg,collar,0.34804531931877136,0.06225010214664037
1,collar,baseline,collar,117758.jpg,collar,0.3387155830860138,0.6767935220180995
1,collar,baseline,collar,154473.jpg,collar,0.4225228428840637,0.05903593298085539
1,collar,baseline,collar,072927.jpg,collar,0.3513381779193878,0.5133637867212701
1,collar,baseline,collar,001704.jpg,collar,0.37063464522361755,0.9577814522556743
1,collar,baseline,collar,041854.jpg,collar,0.3309260904788971,0.7814800349919313
1,collar,baseline,collar,072843.jpg,collar,0.37152719497680664,0.15721158246365968
1,collar,baseline,collar,040759.jpg,collar,0.36054182052612305,0.00734136690235791
1,collar,baseline,collar,088237.jpg,collar,0.32494866847991943,0.04402101009785085
1,collar,baseline,collar,026794.jpg,collar,0.36626383662223816,0.5203107410117411
1,collar,baseline,collar,024313.jpg,collar,0.3661225140094757,0.6983966005372385
1,collar,baseline,collar,099596.jpg,collar,0.3217334747314453,0.66662740957869
1,collar,baseline,collar,025354.jpg,collar,0.31336739659309387,0.4606497661359697
1,collar,baseline,collar,011391.jpg,collar,0.35743871331214905,0.011066043351534754
1,collar,baseline,collar,191295.jpg,collar,0.352283239364624,0.27191691256222766
1,collar,baseline,collar,140569.jpg,collar,0.31164661049842834,0.1836569922177956
1,collar,baseline,collar,020657.jpg,collar,0.3867422342300415,0.027874940940269727
1,collar,baseline,collar,164795.jpg,collar,0.4138734042644501,0.15856428024304728
1,collar,baseline,collar,094801.jpg,collar,0.4182451665401459,0.5338539498560099
1,collar,baseline,collar,050408.jpg,collar,0.3591746985912323,0.6278383276425403
1,collar,baseline,collar,018234.jpg,collar,0.4292205274105072,0.02637100371695851
1,collar,baseline,collar,173347.jpg,collar,0.322326123714447,0.07811699412685816
1,collar,baseline,collar,020917.jpg,collar,0.33425888419151306,0.9277670208494169
1,collar,baseline,collar,026477.jpg,collar,0.34703537821769714,0.9415710671039791
1,collar,baseline,collar,099648.jpg,collar,0.3310699164867401,0.8868825128783602
1,collar,baseline,collar,166641.jpg,collar,0.42184367775917053,0.0530369728415792
1,collar,baseline,collar,042639.jpg,collar,0.32292166352272034,0.6003166806702517
1,collar,baseline,collar,054922.jpg,collar,0.34959641098976135,0.5827510185678537
1,collar,baseline,collar,069987.jpg,collar,0.4522402882575989,0.09644377164000183
1,collar,baseline,collar,179188.jpg,collar,0.3331197202205658,0.9996294267859342
1,collar,baseline,collar,018718.jpg,collar,0.32373660802841187,0.5462181769423544
1,collar,baseline,collar,140022.jpg,collar,0.3000490367412567,0.37323834633607705
1,collar,baseline,collar,064176.jpg,collar,0.4080154597759247,0.01507671221920467
1,collar,baseline,collar,070766.jpg,collar,0.31859564781188965,0.011583133723829131
1,collar,context,shirt collar,029185.jpg,shirt collar,0.37304314970970154,0.17984414625959572
1,collar,context,shirt collar,006557.jpg,shirt collar,0.39753538370132446,0.023361827137240714
1,collar,context,shirt collar,072098.jpg,shirt collar,0.3478108048439026,0.1751741738674382
1,collar,context,shirt collar,064197.jpg,shirt collar,0.32951387763023376,0.05313240352777697
1,collar,context,shirt collar,058514.jpg,shirt collar,0.4137060344219208,0.0227580651673415
1,collar,context,shirt collar,036580.jpg,shirt collar,0.34681886434555054,0.10628781382389173
1,collar,context,shirt collar,026869.jpg,shirt collar,0.38667094707489014,0.2223123300963353
1,collar,context,shirt collar,142965.jpg,shirt collar,0.34515008330345154,0.016239027244032186
1,collar,context,shirt collar,022791.jpg,shirt collar,0.3584394156932831,0.3123521870469058
1,collar,context,shirt collar,154795.jpg,shirt collar,0.32915231585502625,0.5075723188861732
1,collar,context,shirt collar,110605.jpg,shirt collar,0.4132802486419678,0.991009658278552
1,collar,context,shirt collar,007812.jpg,shirt collar,0.34484991431236267,0.5421561779013442
1,collar,context,shirt collar,024562.jpg,shirt collar,0.4094480872154236,0.05106346435655735
1,collar,context,shirt collar,057315.jpg,shirt collar,0.37952300906181335,0.20603499288142052
1,collar,context,shirt collar,060991.jpg,shirt collar,0.32705172896385193,0.008844667162793321
1,collar,context,shirt collar,132476.jpg,shirt collar,0.34941229224205017,0.42565664607916837
1,collar,context,shirt collar,157816.jpg,shirt collar,0.3534015119075775,0.9052146616736407
1,collar,context,shirt collar,006957.jpg,shirt collar,0.3495469391345978,0.1655639372752978
1,collar,context,shirt collar,147128.jpg,shirt collar,0.3727644681930542,0.06358651116650178
1,collar,context,shirt collar,052125.jpg,shirt collar,0.3794730305671692,0.013612700882658828
1,collar,context,shirt collar,187701.jpg,shirt collar,0.3636578619480133,0.14992871918229678
1,collar,context,shirt collar,170364.jpg,shirt collar,0.35403740406036377,0.04936173329541336
1,collar,context,shirt collar,183849.jpg,shirt collar,0.37314459681510925,0.028342383445243514
1,collar,context,shirt collar,142854.jpg,shirt collar,0.40508535504341125,0.06275854619201848
1,collar,context,shirt collar,057788.jpg,shirt collar,0.32917967438697815,0.2669750499442584
1,collar,context,shirt collar,117758.jpg,shirt collar,0.34680482745170593,0.6744972516896149
1,collar,context,shirt collar,154473.jpg,shirt collar,0.44953128695487976,0.05903681969828258
1,collar,context,shirt collar,072927.jpg,shirt collar,0.3761551082134247,0.5122923195141317
1,collar,context,shirt collar,001704.jpg,shirt collar,0.41639652848243713,0.9583905031702569
1,collar,context,shirt collar,041854.jpg,shirt collar,0.39281579852104187,0.7822009298563416
1,collar,context,shirt collar,110786.jpg,shirt collar,0.3659116327762604,0.20552629534053607
1,collar,context,shirt collar,089195.jpg,shirt collar,0.3200334310531616,0.6140681312794565
1,collar,context,shirt collar,072843.jpg,shirt collar,0.35975420475006104,0.999514687753046
1,collar,context,shirt collar,040759.jpg,shirt collar,0.32650086283683777,0.007371886691303678
1,collar,context,shirt collar,056444.jpg,shirt collar,0.3657864034175873,0.5254437422353468
1,collar,context,shirt collar,088237.jpg,shirt collar,0.32880616188049316,0.2816418746259163
1,collar,context,shirt collar,026794.jpg,shirt collar,0.3274776041507721,0.9825246510363715
1,collar,context,shirt collar,024313.jpg,shirt collar,0.3913024961948395,0.6983009072907367
1,collar,context,shirt collar,099596.jpg,shirt collar,0.33218756318092346,0.17120897837028023
1,collar,context,shirt collar,025354.jpg,shirt collar,0.3636781871318817,0.46009318117211456
1,collar,context,shirt collar,094105.jpg,shirt collar,0.3734259009361267,0.6762647827451596
1,collar,context,shirt collar,158264.jpg,shirt collar,0.3069556951522827,0.16872105341955393
1,collar,context,shirt collar,011391.jpg,shirt collar,0.3294261693954468,0.011098528418929006
1,collar,context,shirt collar,191295.jpg,shirt collar,0.3775177001953125,0.2763706913538263
1,collar,context,shirt collar,140569.jpg,shirt collar,0.3642244040966034,0.18173232601981917
1,collar,context,shirt collar,032723.jpg,shirt collar,0.34047022461891174,0.09517423152891752
1,collar,context,shirt collar,099231.jpg,shirt collar,0.3605717420578003,0.24412140735942495
1,collar,context,shirt collar,020657.jpg,shirt collar,0.38460302352905273,0.02797877706242616
1,collar,context,shirt collar,164795.jpg,shirt collar,0.3520672023296356,0.1590345457612019
1,collar,context,shirt collar,094801.jpg,shirt collar,0.4398571848869324,0.5338213882818154
1,collar,context,shirt collar,050408.jpg,shirt collar,0.36072006821632385,0.49803620669277937
1,collar,context,shirt collar,184700.jpg,shirt collar,0.31126269698143005,0.5327731308713776
1,collar,context,shirt collar,018234.jpg,shirt collar,0.40551236271858215,0.026442720428390583
1,collar,context,shirt collar,173347.jpg,shirt collar,0.31981444358825684,0.07869587834752058
1,collar,context,shirt collar,075862.jpg,shirt collar,0.34323200583457947,0.018658230847619833
1,collar,context,shirt collar,020917.jpg,shirt collar,0.386707603931427,0.9218505739714864
1,collar,context,shirt collar,026477.jpg,shirt collar,0.4377468526363373,0.9412314821887128
1,collar,context,shirt collar,099648.jpg,shirt collar,0.3607518672943115,0.8881061488613061
1,collar,context,shirt collar,072870.jpg,shirt collar,0.3124908208847046,0.30925399509702184
1,collar,context,shirt collar,118859.jpg,shirt collar,0.34242743253707886,0.4846554948968219
1,collar,context,shirt collar,166641.jpg,shirt collar,0.4182435870170593,0.05304880655273507
1,collar,context,shirt collar,042639.jpg,shirt collar,0.3374423086643219,0.4694026709274825
1,collar,context,shirt collar,097041.jpg,shirt collar,0.3083546757698059,0.3406633283405043
1,collar,context,shirt collar,093133.jpg,shirt collar,0.35786744952201843,0.1175139778628909
1,collar,context,shirt collar,054922.jpg,shirt collar,0.3914947509765625,0.5798494446305889
1,collar,context,shirt collar,175683.jpg,shirt collar,0.32717105746269226,0.08026536220094437
1,collar,context,shirt collar,069987.jpg,shirt collar,0.4395255148410797,0.0966061853440184
1,collar,context,shirt collar,183978.jpg,shirt collar,0.3680467903614044,0.406519630904391
1,collar,context,shirt collar,179188.jpg,shirt collar,0.39477095007896423,0.9997999530544173
1,collar,context,shirt collar,169879.jpg,shirt collar,0.3066916763782501,0.314197850402558
1,collar,context,shirt collar,018718.jpg,shirt collar,0.36404088139533997,0.5319061294121522
1,collar,context,shirt collar,166456.jpg,shirt collar,0.3456164002418518,0.379355370621192
1,collar,context,shirt collar,044863.jpg,shirt collar,0.32929253578186035,0.5151631602217026
1,collar,context,shirt collar,140022.jpg,shirt collar,0.3500635027885437,0.3753818225419075
1,collar,context,shirt collar,191137.jpg,shirt collar,0.37518370151519775,0.3265286066782313
1,collar,context,shirt collar,064176.jpg,shirt collar,0.38396957516670227,0.015114105945376523
1,collar,context,shirt collar,042835.jpg,shirt collar,0.3246879577636719,0.7355573344862225
1,collar,context,shirt collar,121179.jpg,shirt collar,0.36461201310157776,0.17639770991336529
1,collar,context,shirt collar,180398.jpg,shirt collar,0.31222328543663025,0.08237033135807947
1,collar,context,shirt collar,146002.jpg,shirt collar,0.31913521885871887,0.09082387943802775
1,button,baseline,button,072098.jpg,button,0.30235356092453003,0.041336345926542346
1,button,baseline,button,024313.jpg,button,0.3090340793132782,0.03784129340678333
1,button,baseline,button,164795.jpg,button,0.3298625648021698,0.15841249589903655
1,button,baseline,button,151350.jpg,button,0.3017018437385559,0.10477741706142689
1,button,context,clothing button,147128.jpg,clothing button,0.32213106751441956,0.39032228100963484
1,button,context,clothing button,024313.jpg,button,0.32210054993629456,0.037738630495584825
1,button,context,clothing button,164795.jpg,button,0.31027770042419434,0.15840150043366938
1,button,context,clothing button,050408.jpg,button,0.3201437294483185,0.6411118704375516
1,button,context,clothing button,026477.jpg,button,0.3082878589630127,0.9650704366688464
1,zipper,baseline,zipper,147128.jpg,zipper,0.31756967306137085,0.3926054048342575
1,zipper,baseline,zipper,164795.jpg,zipper,0.3299664855003357,0.15905577736263848
1,zipper,baseline,zipper,044863.jpg,zipper,0.33614102005958557,0.030218257303707426
1,zipper,context,clothing zipper,147128.jpg,clothing zipper,0.3151146173477173,0.3917093173827835
1,zipper,context,clothing zipper,164795.jpg,zipper,0.3313685655593872,0.15877994979252236
1,zipper,context,clothing zipper,050408.jpg,zipper,0.3060000538825989,0.638411105931983
1,zipper,context,clothing zipper,044863.jpg,zipper,0.34423214197158813,0.029977166493609368
2,sleeve,baseline,sleeve,057571.jpg,sleeve,0.32781219482421875,0.1570016806190215
2,sleeve,baseline,sleeve,014664.jpg,sleeve,0.40380582213401794,0.5584421938084436
2,sleeve,baseline,sleeve,060044.jpg,sleeve,0.37918969988822937,0.38881080452871497
2,sleeve,baseline,sleeve,070187.jpg,sleeve,0.3063594698905945,0.8696606981991667
2,sleeve,baseline,sleeve,017351.jpg,sleeve,0.35336315631866455,0.2710638778116158
2,sleeve,baseline,sleeve,055308.jpg,sleeve,0.3857818841934204,0.3849440160052174
2,sleeve,baseline,sleeve,055739.jpg,sleeve,0.3215658664703369,0.08076170660500595
2,sleeve,baseline,sleeve,171820.jpg,sleeve,0.3101882338523865,0.1125892048819617
2,sleeve,baseline,sleeve,130871.jpg,sleeve,0.30975499749183655,0.715429077265574
2,sleeve,baseline,sleeve,168520.jpg,sleeve,0.39302384853363037,0.21137388266781582
2,sleeve,baseline,sleeve,120286.jpg,sleeve,0.4192553162574768,0.21826958693016105
2,sleeve,baseline,sleeve,036604.jpg,sleeve,0.40605589747428894,0.07914189953866205
2,sleeve,baseline,sleeve,064652.jpg,sleeve,0.3044540286064148,0.5267875063607466
2,sleeve,baseline,sleeve,141290.jpg,sleeve,0.3337056338787079,0.5823368784764547
