sample_id,group_id,image_name,relative_path,sleeve_present,collar_present,button_present,zipper_present,notes
44,1,099596.jpg,raw/train/train/image/099596.jpg,,,,,
45,1,025354.jpg,raw/train/train/image/025354.jpg,,,,,
46,1,094105.jpg,raw/train/train/image/094105.jpg,,,,,
47,1,090166.jpg,raw/train/train/image/090166.jpg,,,,,
48,1,158264.jpg,raw/train/train/image/158264.jpg,,,,,
49,1,069343.jpg,raw/train/train/image/069343.jpg,,,,,
50,1,011391.jpg,raw/train/train/image/011391.jpg,,,,,
51,1,191295.jpg,raw/train/train/image/191295.jpg,,,,,
52,1,120436.jpg,raw/train/train/image/120436.jpg,,,,,
53,1,140569.jpg,raw/train/train/image/140569.jpg,,,,,
54,1,032723.jpg,raw/train/train/image/032723.jpg,,,,,
55,1,099231.jpg,raw/train/train/image/099231.jpg,,,,,
56,1,020657.jpg,raw/train/train/image/020657.jpg,,,,,
57,1,144715.jpg,raw/train/train/image/144715.jpg,,,,,
58,1,076855.jpg,raw/train/train/image/076855.jpg,,,,,
59,1,164795.jpg,raw/train/train/image/164795.jpg,,,,,
60,1,162142.jpg,raw/train/train/image/162142.jpg,,,,,
61,1,094801.jpg,raw/train/train/image/094801.jpg,,,,,
62,1,151350.jpg,raw/train/train/image/151350.jpg,,,,,
63,1,050408.jpg,raw/train/train/image/050408.jpg,,,,,
64,1,184700.jpg,raw/train/train/image/184700.jpg,,,,,
65,1,018234.jpg,raw/train/train/image/018234.jpg,,,,,
66,1,012013.jpg,raw/train/train/image/012013.jpg,,,,,
67,1,173347.jpg,raw/train/train/image/173347.jpg,,,,,
68,1,059743.jpg,raw/train/train/image/059743.jpg,,,,,
69,1,075862.jpg,raw/train/train/image/075862.jpg,,,,,
70,1,020917.jpg,raw/train/train/image/020917.jpg,,,,,
71,1,061025.jpg,raw/train/train/image/061025.jpg,,,,,
72,1,026477.jpg,raw/train/train/image/026477.jpg,,,,,
73,1,099648.jpg,raw/train/train/image/099648.jpg,,,,,
74,1,072870.jpg,raw/train/train/image/072870.jpg,,,,,
75,1,118859.jpg,raw/train/train/image/118859.jpg,,,,,
76,1,166641.jpg,raw/train/train/image/166641.jpg,,,,,
77,1,095639.jpg,raw/train/train/image/095639.jpg,,,,,
78,1,042639.jpg,raw/train/train/image/042639.jpg,,,,,
79,1,097041.jpg,raw/train/train/image/097041.jpg,,,,,
80,1,093133.jpg,raw/train/train/image/093133.jpg,,,,,
81,1,054922.jpg,raw/train/train/image/054922.jpg,,,,,
82,1,175683.jpg,raw/train/train/image/175683.jpg,,,,,
83,1,069987.jpg,raw/train/train/image/069987.jpg,,,,,
84,1,183978.jpg,raw/train/train/image/183978.jpg,,,,,
85,1,179188.jpg,raw/train/train/image/179188.jpg,,,,,
86,1,169879.jpg,raw/train/train/image/169879.jpg,,,,,
87,1,018718.jpg,raw/train/train/image/018718.jpg,,,,,
88,1,159681.jpg,raw/train/train/image/159681.jpg,,,,,
89,1,166456.jpg,raw/train/train/image/166456.jpg,,,,,
90,1,044863.jpg,raw/train/train/image/044863.jpg,,,,,
91,1,140022.jpg,raw/train/train/image/140022.jpg,,,,,
92,1,191137.jpg,raw/train/train/image/191137.jpg,,,,,
93,1,064176.jpg,raw/train/train/image/064176.jpg,,,,,
94,1,042835.jpg,raw/train/train/image/042835.jpg,,,,,
95,1,121179.jpg,raw/train/train/image/121179.jpg,,,,,
96,1,099472.jpg,raw/train/train/image/099472.jpg,,,,,
97,1,070766.jpg,raw/train/train/image/070766.jpg,,,,,
98,1,167773.jpg,raw/train/train/image/167773.jpg,,,,,
99,1,180398.jpg,raw/train/train/image/180398.jpg,,,,,
100,1,146002.jpg,raw/train/train/image/146002.jpg,,,,,
101,2,057571.jpg,raw/train/train/image/057571.jpg,,,,,
102,2,179468.jpg,raw/train/train/image/179468.jpg,,,,,
103,2,085009.jpg,raw/train/train/image/085009.jpg,,,,,
104,2,014664.jpg,raw/train/train/image/014664.jpg,,,,,
105,2,060044.jpg,raw/train/train/image/060044.jpg,,,,,
106,2,008415.jpg,raw/train/train/image/008415.jpg,,,,,
107,2,082695.jpg,raw/train/train/image/082695.jpg,,,,,
108,2,105163.jpg,raw/train/train/image/105163.jpg,,,,,
109,2,070187.jpg,raw/train/train/image/070187.jpg,,,,,
110,2,017351.jpg,raw/train/train/image/017351.jpg,,,,,
111,2,055308.jpg,raw/train/train/image/055308.jpg,,,,,
112,2,148683.jpg,raw/train/train/image/148683.jpg,,,,,
113,2,188197.jpg,raw/train/train/image/188197.jpg,,,,,
114,2,082491.jpg,raw/train/train/image/082491.jpg,,,,,
115,2,055739.jpg,raw/train/train/image/055739.jpg,,,,,
116,2,171820.jpg,raw/train/train/image/171820.jpg,,,,,
117,2,130871.jpg,raw/train/train/image/130871.jpg,,,,,
118,2,103713.jpg,raw/train/train/image/103713.jpg,,,,,
119,2,168520.jpg,raw/train/train/image/168520.jpg,,,,,
120,2,120286.jpg,raw/train/train/image/120286.jpg,,,,,
121,2,037453.jpg,raw/train/train/image/037453.jpg,,,,,
122,2,069437.jpg,raw/train/train/image/069437.jpg,,,,,
123,2,036604.jpg,raw/train/train/image/036604.jpg,,,,,
124,2,064652.jpg,raw/train/train/image/064652.jpg,,,,,
125,2,147160.jpg,raw/train/train/image/147160.jpg,,,,,
126,2,141290.jpg,raw/train/train/image/141290.jpg,,,,,
127,2,068877.jpg,raw/train/train/image/068877.jpg,,,,,
128,2,153246.jpg,raw/train/train/image/153246.jpg,,,,,
129,2,112312.jpg,raw/train/train/image/112312.jpg,,,,,
130,2,152970.jpg,raw/train/train/image/152970.jpg,,,,,
131,2,104701.jpg,raw/train/train/image/104701.jpg,,,,,
132,2,094896.jpg,raw/train/train/image/094896.jpg,,,,,
133,2,057494.jpg,raw/train/train/image/057494.jpg,,,,,
134,2,036263.jpg,raw/train/train/image/036263.jpg,,,,,
135,2,133570.jpg,raw/train/train/image/133570.jpg,,,,,
136,2,129373.jpg,raw/train/train/image/129373.jpg,,,,,
137,2,023832.jpg,raw/train/train/image/023832.jpg,,,,,
138,2,012352.jpg,raw/train/train/image/012352.jpg,,,,,
139,2,028744.jpg,raw/train/train/image/028744.jpg,,,,,
140,2,040067.jpg,raw/train/train/image/040067.jpg,,,,,
141,2,164482.jpg,raw/train/train/image/164482.jpg,,,,,
142,2,041939.jpg,raw/train/train/image/041939.jpg,,,,,
143,2,178385.jpg,raw/train/train/image/178385.jpg,,,,,
144,2,110667.jpg,raw/train/train/image/110667.jpg,,,,,
145,2,156346.jpg,raw/train/train/image/156346.jpg,,,,,
146,2,016654.jpg,raw/train/train/image/016654.jpg,,,,,
147,2,100865.jpg,raw/train/train/image/100865.jpg,,,,,
148,2,100040.jpg,raw/train/train/image/100040.jpg,,,,,
149,2,156209.jpg,raw/train/train/image/156209.jpg,,,,,
150,2,122697.jpg,raw/train/train/image/122697.jpg,,,,,
151,2,138705.jpg,raw/train/train/image/138705.jpg,,,,,
152,2,065907.jpg,raw/train/train/image/065907.jpg,,,,,
153,2,145025.jpg,raw/train/train/image/145025.jpg,,,,,
154,2,003010.jpg,raw/train/train/image/003010.jpg,,,,,
155,2,178333.jpg,raw/train/train/image/178333.jpg,,,,,
156,2,188933.jpg,raw/train/train/image/188933.jpg,,,,,
157,2,030030.jpg,raw/train/train/image/030030.jpg,,,,,
158,2,178707.jpg,raw/train/train/image/178707.jpg,,,,,
159,2,140764.jpg,raw/train/train/image/140764.jpg,,,,,
160,2,069947.jpg,raw/train/train/image/069947.jpg,,,,,
161,2,168025.jpg,raw/train/train/image/168025.jpg,,,,,
162,2,089175.jpg,raw/train/train/image/089175.jpg,,,,,
163,2,029243.jpg,raw/train/train/image/029243.jpg,,,,,
164,2,076940.jpg,raw/train/train/image/076940.jpg,,,,,
165,2,113972.jpg,raw/train/train/image/113972.jpg,,,,,
166,2,041461.jpg,raw/train/train/image/041461.jpg,,,,,
167,2,118941.jpg,raw/train/train/image/118941.jpg,,,,,
168,2,000851.jpg,raw/train/train/image/000851.jpg,,,,,
169,2,189293.jpg,raw/train/train/image/189293.jpg,,,,,
170,2,188660.jpg,raw/train/train/image/188660.jpg,,,,,
171,2,069046.jpg,raw/train/train/image/069046.jpg,,,,,
172,2,131226.jpg,raw/train/train/image/131226.jpg,,,,,
173,2,046833.jpg,raw/train/train/image/046833.jpg,,,,,
174,2,133086.jpg,raw/train/train/image/133086.jpg,,,,,
175,2,027895.jpg,raw/train/train/image/027895.jpg,,,,,
176,2,163919.jpg,raw/train/train/image/163919.jpg,,,,,
177,2,078236.jpg,raw/train/train/image/078236.jpg,,,,,
178,2,167497.jpg,raw/train/train/image/167497.jpg,,,,,
179,2,133081.jpg,raw/train/train/image/133081.jpg,,,,,
180,2,159638.jpg,raw/train/train/image/159638.jpg,,,,,
181,2,052144.jpg,raw/train/train/image/052144.jpg,,,,,
182,2,040066.jpg,raw/train/train/image/040066.jpg,,,,,
183,2,098020.jpg,raw/train/train/image/098020.jpg,,,,,
184,2,042350.jpg,raw/train/train/image/042350.jpg,,,,,
185,2,141395.jpg,raw/train/train/image/141395.jpg,,,,,
186,2,139030.jpg,raw/train/train/image/139030.jpg,,,,,
187,2,000150.jpg,raw/train/train/image/000150.jpg,,,,,
188,2,157010.jpg,raw/train/train/image/157010.jpg,,,,,
189,2,084976.jpg,raw/train/train/image/084976.jpg,,,,,
190,2,128086.jpg,raw/train/train/image/128086.jpg,,,,,
191,2,005106.jpg,raw/train/train/image/005106.jpg,,,,,
192,2,029326.jpg,raw/train/train/image/029326.jpg,,,,,
193,2,095154.jpg,raw/train/train/image/095154.jpg,,,,,
194,2,080613.jpg,raw/train/train/image/080613.jpg,,,,,
195,2,062771.jpg,raw/train/train/image/062771.jpg,,,,,
196,2,015185.jpg,raw/train/train/image/015185.jpg,,,,,
197,2,063144.jpg,raw/train/train/image/063144.jpg,,,,,
198,2,148730.jpg,raw/train/train/image/148730.jpg,,,,,
199,2,020646.jpg,raw/train/train/image/020646.jpg,,,,,
200,2,022454.jpg,raw/train/train/image/022454.jpg,,,,,
201,3,191866.jpg,raw/train/train/image/191866.jpg,,,,,
202,3,127400.jpg,raw/train/train/image/127400.jpg,,,,,
203,3,018144.jpg,raw/train/train/image/018144.jpg,,,,,
204,3,139646.jpg,raw/train/train/image/139646.jpg,,,,,
205,3,032968.jpg,raw/train/train/image/032968.jpg,,,,,
206,3,033658.jpg,raw/train/train/image/033658.jpg,,,,,
207,3,172950.jpg,raw/train/train/image/172950.jpg,,,,,
208,3,124593.jpg,raw/train/train/image/124593.jpg,,,,,
209,3,144128.jpg,raw/train/train/image/144128.jpg,,,,,
210,3,043288.jpg,raw/train/train/image/043288.jpg,,,,,
211,3,069484.jpg,raw/train/train/image/069484.jpg,,,,,
212,3,138327.jpg,raw/train/train/image/138327.jpg,,,,,
213,3,159015.jpg,raw/train/train/image/159015.jpg,,,,,
214,3,110924.jpg,raw/train/train/image/110924.jpg,,,,,
215,3,055522.jpg,raw/train/train/image/055522.jpg,,,,,
216,3,141374.jpg,raw/train/train/image/141374.jpg,,,,,
217,3,191348.jpg,raw/train/train/image/191348.jpg,,,,,
218,3,180845.jpg,raw/train/train/image/180845.jpg,,,,,
219,3,052731.jpg,raw/train/train/image/052731.jpg,,,,,
220,3,186896.jpg,raw/train/train/image/186896.jpg,,,,,
221,3,081715.jpg,raw/train/train/image/081715.jpg,,,,,
222,3,104594.jpg,raw/train/train/image/104594.jpg,,,,,
223,3,176079.jpg,raw/train/train/image/176079.jpg,,,,,
224,3,170362.jpg,raw/train/train/image/170362.jpg,,,,,
225,3,097890.jpg,raw/train/train/image/097890.jpg,,,,,
226,3,114846.jpg,raw/train/train/image/114846.jpg,,,,,
227,3,135680.jpg,raw/train/train/image/135680.jpg,,,,,
228,3,118355.jpg,raw/train/train/image/118355.jpg,,,,,
229,3,031721.jpg,raw/train/train/image/031721.jpg,,,,,
230,3,064987.jpg,raw/train/train/image/064987.jpg,,,,,
231,3,058904.jpg,raw/train/train/image/058904.jpg,,,,,
232,3,016785.jpg,raw/train/train/image/016785.jpg,,,,,
233,3,088628.jpg,raw/train/train/image/088628.jpg,,,,,
234,3,005515.jpg,raw/train/train/image/005515.jpg,,,,,
235,3,154222.jpg,raw/train/train/image/154222.jpg,,,,,
236,3,145208.jpg,raw/train/train/image/145208.jpg,,,,,
237,3,060324.jpg,raw/train/train/image/060324.jpg,,,,,
238,3,154257.jpg,raw/train/train/image/154257.jpg,,,,,
239,3,057729.jpg,raw/train/train/image/057729.jpg,,,,,
240,3,001886.jpg,raw/train/train/image/001886.jpg,,,,,
241,3,018611.jpg,raw/train/train/image/018611.jpg,,,,,
242,3,185557.jpg,raw/train/train/image/185557.jpg,,,,,
243,3,165440.jpg,raw/train/train/image/165440.jpg,,,,,
244,3,015434.jpg,raw/train/train/image/015434.jpg,,,,,
245,3,060016.jpg,raw/train/train/image/060016.jpg,,,,,
246,3,017669.jpg,raw/train/train/image/017669.jpg,,,,,
247,3,008235.jpg,raw/train/train/image/008235.jpg,,,,,
248,3,086620.jpg,raw/train/train/image/086620.jpg,,,,,
249,3,018575.jpg,raw/train/train/image/018575.jpg,,,,,
250,3,134783.jpg,raw/train/train/image/134783.jpg,,,,,
251,3,062392.jpg,raw/train/train/image/062392.jpg,,,,,
252,3,073002.jpg,raw/train/train/image/073002.jpg,,,,,
253,3,175369.jpg,raw/train/train/image/175369.jpg,,,,,
254,3,127249.jpg,raw/train/train/image/127249.jpg,,,,,
255,3,056161.jpg,raw/train/train/image/056161.jpg,,,,,
256,3,141357.jpg,raw/train/train/image/141357.jpg,,,,,
257,3,034685.jpg,raw/train/train/image/034685.jpg,,,,,
258,3,189623.jpg,raw/train/train/image/189623.jpg,,,,,
259,3,149696.jpg,raw/train/train/image/149696.jpg,,,,,
260,3,151051.jpg,raw/train/train/image/151051.jpg,,,,,
261,3,123908.jpg,raw/train/train/image/123908.jpg,,,,,
262,3,063701.jpg,raw/train/train/image/063701.jpg,,,,,
263,3,123988.jpg,raw/train/train/image/123988.jpg,,,,,
264,3,106709.jpg,raw/train/train/image/106709.jpg,,,,,
265,3,049915.jpg,raw/train/train/image/049915.jpg,,,,,
266,3,024727.jpg,raw/train/train/image/024727.jpg,,,,,
267,3,025410.jpg,raw/train/train/image/025410.jpg,,,,,
268,3,172749.jpg,raw/train/train/image/172749.jpg,,,,,
269,3,112998.jpg,raw/train/train/image/112998.jpg,,,,,
270,3,092877.jpg,raw/train/train/image/092877.jpg,,,,,
271,3,111039.jpg,raw/train/train/image/111039.jpg,,,,,
272,3,107768.jpg,raw/train/train/image/107768.jpg,,,,,
273,3,122428.jpg,raw/train/train/image/122428.jpg,,,,,
274,3,191123.jpg,raw/train/train/image/191123.jpg,,,,,
275,3,014201.jpg,raw/train/train/image/014201.jpg,,,,,
276,3,176519.jpg,raw/train/train/image/176519.jpg,,,,,
277,3,171300.jpg,raw/train/train/image/171300.jpg,,,,,
278,3,169393.jpg,raw/train/train/image/169393.jpg,,,,,
279,3,025800.jpg,raw/train/train/image/025800.jpg,,,,,
280,3,015890.jpg,raw/train/train/image/015890.jpg,,,,,
281,3,105545.jpg,raw/train/train/image/105545.jpg,,,,,
282,3,190897.jpg,raw/train/train/image/190897.jpg,,,,,
283,3,088947.jpg,raw/train/train/image/088947.jpg,,,,,
284,3,028645.jpg,raw/train/train/image/028645.jpg,,,,,
285,3,065184.jpg,raw/train/train/image/065184.jpg,,,,,
286,3,050225.jpg,raw/train/train/image/050225.jpg,,,,,
287,3,049863.jpg,raw/train/train/image/049863.jpg,,,,,
288,3,140585.jpg,raw/train/train/image/140585.jpg,,,,,
289,3,117602.jpg,raw/train/train/image/117602.jpg,,,,,
290,3,036748.jpg,raw/train/train/image/036748.jpg,,,,,
291,3,110594.jpg,raw/train/train/image/110594.jpg,,,,,
292,3,048101.jpg,raw/train/train/image/048101.jpg,,,,,
293,3,073019.jpg,raw/train/train/image/073019.jpg,,,,,
294,3,121276.jpg,raw/train/train/image/121276.jpg,,,,,
295,3,065486.jpg,raw/train/train/image/065486.jpg,,,,,
296,3,019762.jpg,raw/train/train/image/019762.jpg,,,,,
297,3,116165.jpg,raw/train/train/image/116165.jpg,,,,,
298,3,144265.jpg,raw/train/train/image/144265.jpg,,,,,
299,3,025667.jpg,raw/train/train/image/025667.jpg,,,,,
300,3,013262.jpg,raw/train/train/image/013262.jpg,,,,,
